Time (ms),Main Avg Current (mA)
318.80,3.884
319.00,3.85
319.20,3.908
319.40,3.86
319.60,3.89
319.80,3.832
320.00,3.914
320.20,3.96
320.40,3.808
320.60,3.818
320.80,3.878
321.00,3.914
321.20,3.9
321.40,3.884
321.60,3.862
321.80,3.914
322.00,3.804
322.20,3.86
322.40,3.97
322.60,3.9
322.80,3.864
323.00,3.89
323.20,3.848
323.40,3.864
323.60,3.882
323.80,3.89
324.00,3.938
324.20,3.832
324.40,3.846
324.60,3.922
324.80,3.85
325.00,3.87
325.20,3.912
325.40,3.894
325.60,3.892
325.80,3.876
326.00,3.872
326.20,3.89
326.40,3.86
326.60,3.898
326.80,3.934
327.00,3.816
327.20,3.854
327.40,3.916
327.60,3.892
327.80,3.908
328.00,3.876
328.20,3.816
328.40,3.894
328.60,3.884
328.80,3.868
329.00,3.898
329.20,3.904
329.40,3.82
329.60,3.944
329.80,3.9
330.00,3.83
330.20,3.9
330.40,3.914
330.60,3.838
330.80,3.87
331.00,3.886
331.20,3.904
331.40,3.898
331.60,3.854
331.80,3.846
332.00,3.816
332.20,3.93
332.40,3.934
332.60,3.86
332.80,3.862
333.00,3.878
333.20,3.864
333.40,3.886
333.60,3.868
333.80,3.876
334.00,3.882
334.20,3.89
334.40,3.906
334.60,3.86
334.80,3.832
335.00,3.898
335.20,3.89
335.40,3.912
335.60,3.832
335.80,3.864
336.00,3.912
336.20,3.898
336.40,3.914
336.60,3.886
336.80,3.92
337.00,3.854
337.20,3.818
337.40,3.89
337.60,3.904
337.80,3.842
338.00,3.916
338.20,3.892
338.40,3.856
338.60,3.872
338.80,3.882
339.00,3.884
339.20,3.848
339.40,3.908
339.60,3.89
339.80,3.898
340.00,3.854
340.20,3.928
340.40,3.894
340.60,3.824
340.80,3.872
341.00,3.854
341.20,3.916
341.40,3.92
341.60,3.882
341.80,3.85
342.00,3.89
342.20,3.864
342.40,3.882
342.60,3.868
342.80,3.882
343.00,3.92
343.20,3.864
343.40,3.862
343.60,3.898
343.80,3.838
344.00,3.908
344.20,3.906
344.40,3.868
344.60,3.872
344.80,3.912
345.00,3.882
345.20,3.882
345.40,3.928
345.60,3.788
345.80,3.842
346.00,3.958
346.20,3.842
346.40,3.894
346.60,3.92
346.80,3.85
347.00,3.84
347.20,3.914
